X,Y,Name,description,altitudeMode,STATUS,SYSTEMSTOP,OWLROUTES,CITY,POS,CROSS_ST,PUBLIC_NAME,SHAPE,STREET,POINT_X,POINT_Y,ROUTESSTPG,DIR,Field_1
-87.769802,41.960387,Montrose & Major,,clampToGround,In Service,"11315",,CHICAGO,NS,MAJOR,"Montrose &amp; Major",Point,MONTROSE,"-87.769802","41.960387","78",EB,"Montrose &amp; Major"
-87.767152347,41.960383553,Central & Montrose,,clampToGround,In Service,"11625",,CHICAGO,NS,MONTROSE,"Central &amp; Montrose",Point,CENTRAL,"-87.767152","41.960384","85",NB,"Central &amp; Montrose"
-87.770069,41.967801,Lawrence & Major,,clampToGround,In Service,"9687",,CHICAGO,NS,MAJOR (west leg),"Lawrence &amp; Major",Point,LAWRENCE,"-87.770069","41.967801","81W,91",WB,"Lawrence &amp; Major"
-87.767701907,41.970300773,Higgins & Central/Edmunds,,clampToGround,In Service,"9879",,CHICAGO,NS,CENTRAL/EDMUNDS,"Higgins &amp; Central/Edmunds",Point,HIGGINS,"-87.767702","41.970301","88",SEB,"Higgins &amp; Central/Edmunds"
-87.769482315,41.975854532,Northwest Hwy & Foster,,clampToGround,In Service,"9884",,CHICAGO,FS,FOSTER,"Northwest Hwy &amp; Foster",Point,NORTHWEST HWY,"-87.769482","41.975855","68",NWB,"Northwest Hwy &amp; Foster"
-87.768338,41.97923,Central & Balmoral,,clampToGround,In Service,"11632",,CHICAGO,NS,BALMORAL,"Central &amp; Balmoral",Point,CENTRAL,"-87.768338","41.97923","85,85A",NB,"Central &amp; Balmoral"
-87.767667198,41.997809463,Caldwell & Algonquin,,clampToGround,In Service,"11645",,CHICAGO,FS,ALGONQUIN,"Caldwell &amp; Algonquin",Point,CALDWELL,"-87.767667","41.997809",85A,NWB,"Caldwell &amp; Algonquin"
-87.769939,42.005275,Lehigh & Loleta,,clampToGround,In Service,"11672",,CHICAGO,NS,LOLETA,"Lehigh &amp; Loleta",Point,LEHIGH,"-87.769939","42.005275",85A,SEB,"Lehigh &amp; Loleta"
-87.764766348,41.795250092,Archer & Major,,clampToGround,In Service,"4392",,CHICAGO,NT,MAJOR (west leg,"Archer &amp; Major",Point,ARCHER,"-87.764766","41.79525","62,62H",NEB,"Archer &amp; Major"
-87.766616908,41.880146762,Madison & Parkside,,clampToGround,In Service,"391",N20,CHICAGO,NS,PARKSIDE,"Madison &amp; Parkside",Point,MADISON,"-87.766617","41.880147","20",EB,"Madison &amp; Parkside"
-87.765111825,41.884352782,Central & West End,,clampToGround,In Service,"11569",,CHICAGO,NS,WEST END,"Central &amp; West End",Point,CENTRAL,"-87.765112","41.884353","85",SB,"Central &amp; West End"
-87.765041556,41.887873563,Central & Lake,,clampToGround,In Service,"11584",,CHICAGO,FS,"LAKE (""north"" leg)","Central &amp; Lake",Point,CENTRAL,"-87.765042","41.887874","85",NB,"Central &amp; Lake"
-87.765377433,41.896623987,Central & Iowa,,clampToGround,In Service,"11589",,CHICAGO,NS,IOWA,"Central &amp; Iowa",Point,CENTRAL,"-87.765377","41.896624","85",NB,"Central &amp; Iowa"
-87.763637897,41.902251208,Division & Pine,,clampToGround,In Service,"2098",,CHICAGO,NS,PINE,"Division &amp; Pine",Point,DIVISION,"-87.763638","41.902251","70",WB,"Division &amp; Pine"
-87.765931935,41.907696812,Central & Le Moyne,,clampToGround,In Service,"11555",,CHICAGO,NS,LE MOYNE,"Central &amp; Le Moyne",Point,CENTRAL,"-87.765932","41.907697","85",SB,"Central &amp; Le Moyne"
-87.765798824,41.90951594,Central & North Ave,,clampToGround,In Service,"11554",,CHICAGO,NS,NORTH AVENUE,"Central &amp; North Ave",Point,CENTRAL,"-87.765799","41.909516","85",SB,"Central &amp; North Ave"
-87.766088594,41.924116729,Central & Fullerton,,clampToGround,In Service,"11546",,CHICAGO,NS,FULLERTON,"Central &amp; Fullerton",Point,CENTRAL,"-87.766089","41.924117","85",SB,"Central &amp; Fullerton"
-87.763867166,41.938544895,Belmont & Linder,,clampToGround,In Service,"17845",N77,CHICAGO,FS,LINDER,"Belmont &amp; Linder",Point,BELMONT,"-87.763867","41.938545","77",EB,"Belmont &amp; Linder"
-87.761002001,41.757397001,7424 S Central,,clampToGround,In Service,"10376",,BEDFORD PARK,MB,7424 SOUTH,7424 S Central,Point,CENTRAL,"-87.761002","41.757397",54B,SB,7424 S Central
-87.761510295,41.778131989,63rd Street & Central,,clampToGround,In Service,"3291",,CHICAGO,NS,CENTRAL,"63rd Street &amp; Central",Point,63RD STREET,"-87.76151","41.778132",63W,WB,"63rd Street &amp; Central"
-87.760101072,41.792831606,55th Street & Linder,,clampToGround,In Service,"17111",,CHICAGO,FS,LINDER,"55th Street &amp; Linder",Point,55TH STREET,"-87.760101","41.792832","55A,55N",WB,"55th Street &amp; Linder"
-87.761653999,41.872803001,Harrison & Lotus,,clampToGround,In Service,"154",,CHICAGO,NT,LOTUS,"Harrison &amp; Lotus",Point,HARRISON,"-87.761654","41.872803","7",EB,"Harrison &amp; Lotus"
-87.761446,41.876513,Jackson & Lotus,,clampToGround,In Service,"6",,CHICAGO,FS,LOTUS,"Jackson &amp; Lotus",Point,JACKSON,"-87.761446","41.876513","126",EB,"Jackson &amp; Lotus"
-87.761551064,41.918035564,Grand & Long,,clampToGround,In Service,"15450",,CHICAGO,FS,LONG,"Grand &amp; Long",Point,GRAND,"-87.761551","41.918036","65",WB,"Grand &amp; Long"
-87.761250288,41.931421742,Diversey & Long,,clampToGround,In Service,"11091",N77,CHICAGO,NS,LONG,"Diversey &amp; Long",Point,DIVERSEY,"-87.76125","41.931422","76",WB,"Diversey &amp; Long"
-87.762416,41.96048,Montrose & Long,,clampToGround,In Service,"11318",,CHICAGO,NS,LONG,"Montrose &amp; Long",Point,MONTROSE,"-87.762416","41.96048","78",EB,"Montrose &amp; Long"
-87.760690666,41.967716309,Milwaukee & Lawrence,,clampToGround,In Service,"17175",,CHICAGO,FS,LAWRENCE,"Milwaukee &amp; Lawrence",Point,MILWAUKEE,"-87.760691","41.967716","56",SEB,"Milwaukee &amp; Lawrence"
-87.761850247,41.969849265,Jefferson Park Transit Center,,clampToGround,In Service,"14102",N81,CHICAGO,TERM,BLUE LINE STATION/SOUTH B,Jefferson Park Transit Center,Point,JEFFERSON PARK,"-87.76185","41.969849","81",SWB,Jefferson Park Transit Center
-87.760648028,42.062479328,Old Orchard Rd & Woods,,clampToGround,In Service,"17866",,SKOKIE,FS,WOODS DR,"Old Orchard Rd &amp; Woods",Point,OLD ORCHARD RD,"-87.760648","42.062479",54A,EB,"Old Orchard Rd &amp; Woods"
-87.757052774,41.865649379,5300 W. Roosevelt,,clampToGround,In Service,"259",,CICERO,MB,5300 W. (Kropp Forge Co.),5300 W. Roosevelt,Point,ROOSEVELT,"-87.757053","41.865649","12",EB,5300 W. Roosevelt
-87.757012699,41.865814739,5300 W Roosevelt,,clampToGround,In Service,"379",,CHICAGO,MB,5300 WEST,5300 W Roosevelt,Point,ROOSEVELT,"-87.757013","41.865815","12",WB,5300 W Roosevelt
-87.757520001,41.872855001,Harrison & Lockwood,,clampToGround,In Service,"156",,CHICAGO,NS,LOCKWOOD,"Harrison &amp; Lockwood",Point,HARRISON,"-87.75752","41.872855","7",EB,"Harrison &amp; Lockwood"
-87.75783628,41.88044109,Madison & Lockwood,,clampToGround,In Service,"17160",N20,CHICAGO,FS,LOCKWOOD (west leg),"Madison &amp; Lockwood",Point,MADISON,"-87.757836","41.880441","20",WB,"Madison &amp; Lockwood"
-87.755751,41.898664001,Laramie & Augusta,,clampToGround,In Service,"3834",,CHICAGO,NS,AUGUSTA,"Laramie &amp; Augusta",Point,LARAMIE,"-87.755751","41.898664","57",SB,"Laramie &amp; Augusta"
-87.755631999,41.911252,Laramie & Wabansia,,clampToGround,In Service,"3881",,CHICAGO,NS,WABANSIA,"Laramie &amp; Wabansia",Point,LARAMIE,"-87.755632","41.911252","57",NB,"Laramie &amp; Wabansia"
-87.755838,41.913231,Laramie & Bloomingdale,,clampToGround,In Service,"3826",,CHICAGO,NS,BLOOMINGDALE,"Laramie &amp; Bloomingdale",Point,LARAMIE,"-87.755838","41.913231","57",SB,"Laramie &amp; Bloomingdale"
-87.756513999,41.931345,Diversey & Laramie,,clampToGround,In Service,"10985",,CHICAGO,NS,LARAMIE,"Diversey &amp; Laramie",Point,DIVERSEY,"-87.756514","41.931345","76",EB,"Diversey &amp; Laramie"
-87.756753188,41.946016802,Addison & Laramie,,clampToGround,In Service,"12599",,CHICAGO,NS,LARAMIE,"Addison &amp; Laramie",Point,ADDISON,"-87.756753","41.946017","152",WB,"Addison &amp; Laramie"
-87.757354884,41.953398381,Irving Park & Laramie,,clampToGround,In Service,"14549",,CHICAGO,FS,LARAMIE,"Irving Park &amp; Laramie",Point,IRVING PARK,"-87.757355","41.953398","80",WB,"Irving Park &amp; Laramie"
-87.754229142,41.774454797,65th Street & Lockwood,,clampToGround,In Service,"3370",,BEDFORD PARK,MT,LOCKWOOD,"65th Street &amp; Lockwood",Point,65TH STREET,"-87.754229","41.774455","165",EB,"65th Street &amp; Lockwood"
-87.753265212,41.778119745,63rd Street & Latrobe,,clampToGround,In Service,"3314",,CHICAGO,NS,LATROBE,"63rd Street &amp; Latrobe",Point,63RD STREET,"-87.753265","41.77812",63W,EB,"63rd Street &amp; Latrobe"
-87.752842675,41.797082187,Archer & Laramie,,clampToGround,In Service,"4397",,CHICAGO,NS,LARAMIE,"Archer &amp; Laramie",Point,ARCHER,"-87.752843","41.797082","62,62H",NEB,"Archer &amp; Laramie"
-87.755036875,41.876786675,Laramie & Jackson,,clampToGround,In Service,"3848",,CHICAGO,NS,JACKSON,"Laramie &amp; Jackson",Point,LARAMIE,"-87.755037","41.876787","57",SB,"Laramie &amp; Jackson"
-87.754951641,41.880134481,Laramie & Madison,,clampToGround,In Service,"3864",,CHICAGO,NS,MADISON,"Laramie &amp; Madison",Point,LARAMIE,"-87.754952","41.880134","57",NB,"Laramie &amp; Madison"
-87.755178001,41.88555,Laramie & Fulton,,clampToGround,In Service,"3867",,CHICAGO,NS,FULTON,"Laramie &amp; Fulton",Point,LARAMIE,"-87.755178","41.88555","57",NB,"Laramie &amp; Fulton"
-87.753249999,41.894892,Chicago & Leclaire,,clampToGround,In Service,"520",,CHICAGO,NS,LECLAIRE,"Chicago &amp; Leclaire",Point,CHICAGO,"-87.75325","41.894892","66",EB,"Chicago &amp; Leclaire"
-87.7532014,41.90229953,Division & Leclaire,,clampToGround,In Service,"2094",,CHICAGO,NS,LECLAIRE,"Division &amp; Leclaire",Point,DIVISION,"-87.753201","41.9023","70",WB,"Division &amp; Leclaire"
-87.752060455,41.946025822,Addison & Lavergne,,clampToGround,In Service,"12501",,CHICAGO,NS,LAVERGNE,"Addison &amp; Lavergne",Point,ADDISON,"-87.75206","41.946026","152",EB,"Addison &amp; Lavergne"
-87.754781437,41.953230071,Irving Park & Leclaire,,clampToGround,In Service,"5627",,CHICAGO,NS,LECLAIRE,"Irving Park &amp; Leclaire",Point,IRVING PARK,"-87.754781","41.95323","80",EB,"Irving Park &amp; Leclaire"
-87.754379458,41.960419251,Milwaukee & Montrose,,clampToGround,In Service,"14617",,CHICAGO,FS,MONTROSE,"Milwaukee &amp; Montrose",Point,MILWAUKEE,"-87.754379","41.960419","56",SEB,"Milwaukee &amp; Montrose"
-87.754471355,42.027762863,Lincoln & Niles Center,,clampToGround,In Service,"3551",,SKOKIE,NS,NILES CENTER,"Lincoln &amp; Niles Center",Point,LINCOLN,"-87.754471","42.027763","97",NB,"Lincoln &amp; Niles Center"
-87.753615318,42.029622041,8200 N Niles Center,,clampToGround,In Service,"3593",,SKOKIE,MB,8200 NORTH,8200 N Niles Center,Point,NILES CENTER,"-87.753615","42.029622","97",SB,8200 N Niles Center
-87.751504476,41.938708005,Belmont & Lavergne,,clampToGround,In Service,"15332",N77,CHICAGO,FS,LAVERGNE,"Belmont &amp; Lavergne",Point,BELMONT,"-87.751504","41.938708","77",EB,"Belmont &amp; Lavergne"
-87.750311448,41.774507661,5133 W 65th Street,,clampToGround,In Service,"3372",,BEDFORD PARK,MB,5133 WEST,5133 W 65th Street,Point,65TH STREET,"-87.750311","41.774508","165",EB,5133 W 65th Street
-87.751612173,41.876757287,5056 W Jackson,,clampToGround,In Service,"143",,CHICAGO,MB,5056 WEST,5056 W Jackson,Point,JACKSON,"-87.751612","41.876757","126",WB,5056 W Jackson
-87.750377296,41.894871298,Chicago & Lavergne,,clampToGround,In Service,"15297",,CHICAGO,FS,LAVERGNE,"Chicago &amp; Lavergne",Point,CHICAGO,"-87.750377","41.894871","66",EB,"Chicago &amp; Lavergne"
-87.75084607,41.916935976,Armitage & Lavergne,,clampToGround,In Service,"4137",,CHICAGO,NS,LAVERGNE,"Armitage &amp; Lavergne",Point,ARMITAGE,"-87.750846","41.916936","73",WB,"Armitage &amp; Lavergne"
-87.748248,41.991312,Cicero & Glenlake,,clampToGround,In Service,"10423",,CHICAGO,NS,GLENLAKE,"Cicero &amp; Glenlake",Point,CICERO,"-87.748248","41.991312",54A,NB,"Cicero &amp; Glenlake"
-87.74828241,42.000919785,Cicero & Albion,,clampToGround,In Service,"10472",,LINCOLNWOOD,NT,ALBION,"Cicero &amp; Albion",Point,CICERO,"-87.748282","42.00092",54A,SB,"Cicero &amp; Albion"
-87.748124,42.0008,Cicero & Albion,,clampToGround,In Service,"10428",,LINCOLNWOOD,NS,ALBION,"Cicero &amp; Albion",Point,CICERO,"-87.748124","42.0008",54A,NB,"Cicero &amp; Albion"
-87.751649169,42.026351772,Oakton & Niles Avenue,,clampToGround,In Service,"3549",,SKOKIE,NS,NILES AVENUE,"Oakton &amp; Niles Avenue",Point,OAKTON,"-87.751649","42.026352","97",WB,"Oakton &amp; Niles Avenue"
-87.748766426,42.038864013,Niles Center & Crain,,clampToGround,In Service,"3558",,SKOKIE,NS,CRAIN,"Niles Center &amp; Crain",Point,NILES CENTER,"-87.748766","42.038864","97",NB,"Niles Center &amp; Crain"
-87.750754622,42.060888998,Old Orchard Mall - Bloomingdales,,clampToGround,In Service,"3575",,SKOKIE,MB,LAVERGNE AVE (BLOOMGDLES),Old Orchard Mall - Bloomingdales,Point,OLD ORCHARD RD,"-87.750755","42.060889","54A,97,201",WB,Old Orchard Mall - Bloomingdales
-87.746738105,41.760000507,5000 W 73rd Street,,clampToGround,In Service,"10381",,BEDFORD PARK,MB,BELT RAILWAY (5000 WEST),5000 W 73rd Street,Point,73RD STREET,"-87.746738","41.760001",54B,EB,5000 W 73rd Street
-87.744538175,41.851403616,Cermak & Cicero (Pink Line),,clampToGround,In Service,"14892",,CICERO,FS,CICERO,"Cermak &amp; Cicero (Pink Line)",Point,CERMAK,"-87.744538","41.851404","21,60",WB,"Cermak &amp; Cicero (Pink Line)"
-87.744413302,41.862160563,Cicero & 14th Street,,clampToGround,In Service,"10279",,CICERO,NS,14TH STREET,"Cicero &amp; 14th Street",Point,CICERO,"-87.744413","41.862161","54",NB,"Cicero &amp; 14th Street"
-87.747327466,41.865787912,Roosevelt & 49th Avenue,,clampToGround,In Service,"263",,CICERO,NS,49TH AVENUE,"Roosevelt &amp; 49th Avenue",Point,ROOSEVELT,"-87.747327","41.865788","12",EB,"Roosevelt &amp; 49th Avenue"
-87.744891116,41.868529019,Cicero & Fifth Avenue,,clampToGround,In Service,"10254",,CHICAGO,NT,FIFTH AVENUE,"Cicero &amp; Fifth Avenue",Point,CICERO,"-87.744891","41.868529","54",SB,"Cicero &amp; Fifth Avenue"
-87.745785999,41.913977186,Grand & Cicero,,clampToGround,In Service,"821",,CHICAGO,NS,CICERO,"Grand &amp; Cicero",Point,GRAND,"-87.745786","41.913977","65",WB,"Grand &amp; Cicero"
-87.745103029,41.873275058,Cicero & Harrison,,clampToGround,In Service,"10251",,CHICAGO,NS,HARRISON,"Cicero &amp; Harrison",Point,CICERO,"-87.745103","41.873275","54",SB,"Cicero &amp; Harrison"
-87.744998999,41.874876001,Cicero & Van Buren,,clampToGround,In Service,"10288",,CHICAGO,NS,VAN BUREN,"Cicero &amp; Van Buren",Point,CICERO,"-87.744999","41.874876","54",NB,"Cicero &amp; Van Buren"
-87.744902888,41.873012439,Cicero & Harrison,,clampToGround,In Service,"10286",,CHICAGO,NS,HARRISON,"Cicero &amp; Harrison",Point,CICERO,"-87.744903","41.873012","54",NB,"Cicero &amp; Harrison"
-87.747139029,41.876821015,4900 W Jackson,,clampToGround,In Service,"141",,CHICAGO,MB,4900 WEST,4900 W Jackson,Point,JACKSON,"-87.747139","41.876821","126",WB,4900 W Jackson
-87.745371093,41.880231782,Cicero & Madison,,clampToGround,In Service,"14772",,CHICAGO,FS,MADISON,"Cicero &amp; Madison",Point,CICERO,"-87.745371","41.880232","54",SB,"Cicero &amp; Madison"
-87.745936895,41.894905668,Chicago & Cicero,,clampToGround,In Service,"523",,CHICAGO,NS,CICERO,"Chicago &amp; Cicero",Point,CHICAGO,"-87.745937","41.894906","66",EB,"Chicago &amp; Cicero"
-87.745716033,41.894878303,Cicero & Chicago,,clampToGround,In Service,"10301",,CHICAGO,NS,CHICAGO,"Cicero &amp; Chicago",Point,CICERO,"-87.745716","41.894878","54",NB,"Cicero &amp; Chicago"
-87.745983999,41.900591,Cicero & Thomas,,clampToGround,In Service,"10233",,CHICAGO,NS,THOMAS,"Cicero &amp; Thomas",Point,CICERO,"-87.745984","41.900591","54",SB,"Cicero &amp; Thomas"
-87.745838001,41.900508,Cicero & Thomas,,clampToGround,In Service,"10304",,CHICAGO,NT,THOMAS,"Cicero &amp; Thomas",Point,CICERO,"-87.745838","41.900508","54",NB,"Cicero &amp; Thomas"
-87.746073142,41.902039069,Cicero & Division,,clampToGround,In Service,"18094",,CHICAGO,FS,DIVISION,"Cicero &amp; Division",Point,CICERO,"-87.746073","41.902039","54",SB,"Cicero &amp; Division"
-87.746162512,41.907874348,Cicero & Le Moyne,,clampToGround,In Service,"10229",,CHICAGO,NS,LE MOYNE,"Cicero &amp; Le Moyne",Point,CICERO,"-87.746163","41.907874","54",SB,"Cicero &amp; Le Moyne"
-87.745931333,41.905894911,Cicero & Hirsch,,clampToGround,In Service,"10307",,CHICAGO,NT,HIRSCH,"Cicero &amp; Hirsch",Point,CICERO,"-87.745931","41.905895","54",NB,"Cicero &amp; Hirsch"
-87.746346363,41.920417229,Cicero & Palmer,,clampToGround,In Service,"15255",,CHICAGO,FS,PALMER,"Cicero &amp; Palmer",Point,CICERO,"-87.746346","41.920417","54",SB,"Cicero &amp; Palmer"
-87.746059405,41.920834544,Cicero & Palmer,,clampToGround,In Service,"15758",,CHICAGO,FS,PALMER,"Cicero &amp; Palmer",Point,CICERO,"-87.746059","41.920835","54",NB,"Cicero &amp; Palmer"
-87.746498808,41.92582767,Cicero & Altgeld,,clampToGround,In Service,"15396",,CHICAGO,FS,ALTGELD (south leg),"Cicero &amp; Altgeld",Point,CICERO,"-87.746499","41.925828","54",SB,"Cicero &amp; Altgeld"
-87.7462288,41.926014361,Cicero & Altgeld,,clampToGround,In Service,"10318",,CHICAGO,NS,ALTGELD (north leg),"Cicero &amp; Altgeld",Point,CICERO,"-87.746229","41.926014","54",NB,"Cicero &amp; Altgeld"
-87.744716877,41.953351222,Irving Park & Kilpatrick,,clampToGround,In Service,"5631",,CHICAGO,NS,KILPATRICK (east leg),"Irving Park &amp; Kilpatrick",Point,IRVING PARK,"-87.744717","41.953351","54A,80",EB,"Irving Park &amp; Kilpatrick"
-87.744364255,41.951696626,Milwaukee & Kilpatrick/Byron,,clampToGround,In Service,"5581",,CHICAGO,NS,KILPATRICK/BYRON,"Milwaukee &amp; Kilpatrick/Byron",Point,MILWAUKEE,"-87.744364","41.951697","56",NWB,"Milwaukee &amp; Kilpatrick/Byron"
-87.747908992,41.960794542,Montrose & Cicero,,clampToGround,In Service,"15688",,CHICAGO,FS,CICERO,"Montrose &amp; Cicero",Point,MONTROSE,"-87.747909","41.960795","78",WB,"Montrose &amp; Cicero"
-87.747566999,41.959884001,Cicero & Pensacola,,clampToGround,In Service,"10491",,CHICAGO,NS,PENSACOLA,"Cicero &amp; Pensacola",Point,CICERO,"-87.747567","41.959884",54A,SB,"Cicero &amp; Pensacola"
-87.747789597,41.968155067,Cicero & Lawrence,,clampToGround,In Service,"10488",,CHICAGO,NS,LAWRENCE,"Cicero &amp; Lawrence",Point,CICERO,"-87.74779","41.968155",54A,SB,"Cicero &amp; Lawrence"
-87.747788052,42.011799419,Cicero & Touhy,,clampToGround,In Service,"10433",,LINCOLNWOOD,FS,TOUHY,"Cicero &amp; Touhy",Point,CICERO,"-87.747788","42.011799",54A,NB,"Cicero &amp; Touhy"
-87.74784896,42.017998581,Skokie Blvd & Jerome,,clampToGround,In Service,"10464",,SKOKIE,FS,JEROME,"Skokie Blvd &amp; Jerome",Point,SKOKIE BLVD,"-87.747849","42.017999",54A,SB,"Skokie Blvd &amp; Jerome"
-87.747516947,42.019084024,Skokie Blvd & Howard,,clampToGround,In Service,"10437",,SKOKIE,FS,HOWARD,"Skokie Blvd &amp; Howard",Point,SKOKIE BLVD,"-87.747517","42.019084",54A,NB,"Skokie Blvd &amp; Howard"
-87.747041667,42.045963333,Skokie Blvd & Davis,,clampToGround,In Service,"3583",,SKOKIE,FS,DAVIS,"Skokie Blvd &amp; Davis",Point,SKOKIE BLVD,"-87.747042","42.045963","54A,97",SB,"Skokie Blvd &amp; Davis"
-87.746765185,42.050178435,Skokie Blvd & Gross Point,,clampToGround,In Service,"3568",,SKOKIE,FS,GROSS POINT,"Skokie Blvd &amp; Gross Point",Point,SKOKIE BLVD,"-87.746765","42.050178","54A,97",NB,"Skokie Blvd &amp; Gross Point"
-87.744729656,42.062315416,4700 W Old Orchard Rd,,clampToGround,In Service,"15423",,EVANSTON,MB,4700 WEST,4700 W Old Orchard Rd,Point,OLD ORCHARD RD,"-87.74473","42.062315","201",EB,4700 W Old Orchard Rd
-87.72875386,41.90719452,Grand & Karlov,,clampToGround,In Service,"813",,CHICAGO,NS,KARLOV,"Grand &amp; Karlov",Point,GRAND,"-87.728754","41.907195","65",WB,"Grand &amp; Karlov"
-87.742153781,41.780171703,6201 S Cicero,,clampToGround,In Service,"10389",N63,CHICAGO,MB,6201 SOUTH,6201 S Cicero,Point,CICERO,"-87.742154","41.780172","54B,63,63W,165",NB,6201 S Cicero
-87.743173716,41.802233784,Cicero & 50th Street,,clampToGround,In Service,"8123",,CHICAGO,NS,50TH STREET,"Cicero &amp; 50th Street",Point,CICERO,"-87.743174","41.802234","47,54B",SB,"Cicero &amp; 50th Street"
-87.743693276,41.821795531,Cicero & Pershing,,clampToGround,In Service,"16069",,CHICAGO,FS,PERSHING,"Cicero &amp; Pershing",Point,CICERO,"-87.743693","41.821796",54B,SB,"Cicero &amp; Pershing"
-87.743829727,41.835188551,Cicero & 32nd Street,,clampToGround,In Service,"10343",,CICERO,NS,32ND STREET,"Cicero &amp; 32nd Street",Point,CICERO,"-87.74383","41.835189",54B,SB,"Cicero &amp; 32nd Street"
-87.744240874,41.846512879,Cicero & 24th Place,,clampToGround,In Service,"18365",N60,CICERO,FS,24TH PLACE,"Cicero &amp; 24th Place",Point,CICERO,"-87.744241","41.846513","54B,60",SB,"Cicero &amp; 24th Place"
-87.740602,41.8586,16th Street & 46th Court,,clampToGround,In Service,"6735",,CICERO,NS,46TH COURT,"16th Street &amp; 46th Court",Point,16TH STREET,"-87.740602","41.8586","18",EB,"16th Street &amp; 46th Court"
-87.743791302,41.938930344,Belmont & Kilpatrick,,clampToGround,In Service,"9324",N77,CHICAGO,NS,KILPATRICK (east leg),"Belmont &amp; Kilpatrick",Point,BELMONT,"-87.743791","41.93893","77",WB,"Belmont &amp; Kilpatrick"
-87.712754993,41.944690619,3501 N Kimball,,clampToGround,In Service,"7855",,CHICAGO,MB,3501 NORTH,3501 N Kimball,Point,KIMBALL,"-87.712755","41.944691","82",SB,3501 N Kimball
-87.741839137,41.946130664,Addison & Kenton,,clampToGround,In Service,"12505",,CHICAGO,FS,KENTON,"Addison &amp; Kenton",Point,ADDISON,"-87.741839","41.946131","152",EB,"Addison &amp; Kenton"
-87.741948339,41.950206174,Milwaukee & Kenton,,clampToGround,In Service,"5580",,CHICAGO,MB,KENTON,"Milwaukee &amp; Kenton",Point,MILWAUKEE,"-87.741948","41.950206","56",NWB,"Milwaukee &amp; Kenton"
-87.741180348,41.960714416,Montrose & Kilbourn,,clampToGround,In Service,"11327",,CHICAGO,FT,KILBOURN,"Montrose &amp; Kilbourn",Point,MONTROSE,"-87.74118","41.960714","78",EB,"Montrose &amp; Kilbourn"
-87.740828657,41.975443564,Foster & Kilbourn,,clampToGround,In Service,"4832",,CHICAGO,NT,KILBOURN,"Foster &amp; Kilbourn",Point,FOSTER,"-87.740829","41.975444","92",WB,"Foster &amp; Kilbourn"
-87.738965607,41.786266016,Midway Orange Line Station,,clampToGround,In Service,"14120",,CHICAGO,TERM,ORANGE LINE STATION,Midway Orange Line Station,Point,MIDWAY TERMINAL,"-87.738966","41.786266","59",SWB,Midway Orange Line Station
-87.738763118,41.78655188,Midway Orange Line Station,,clampToGround,In Service,"14118",,CHICAGO,TERM,ORANGE LINE STATION,Midway Orange Line Station,Point,MIDWAY TERMINAL,"-87.738763","41.786552","63",SWB,Midway Orange Line Station
-87.739988068,41.793164922,55th Street & Kilpatrick,,clampToGround,In Service,"17030",,CHICAGO,NS,KILPATRICK,"55th Street &amp; Kilpatrick",Point,55TH STREET,"-87.739988","41.793165","55",WB,"55th Street &amp; Kilpatrick"
-87.737340575,41.858609583,16th Street & Kilbourn,,clampToGround,In Service,"6736",,CHICAGO,NS,KILBOURN,"16th Street &amp; Kilbourn",Point,16TH STREET,"-87.737341","41.85861","18",EB,"16th Street &amp; Kilbourn"
-87.737202427,41.866068605,Roosevelt & Kilbourn,,clampToGround,In Service,"370",,CHICAGO,NS,KILBOURN,"Roosevelt &amp; Kilbourn",Point,ROOSEVELT,"-87.737202","41.866069","12",WB,"Roosevelt &amp; Kilbourn"
-87.737948488,41.873213427,Harrison & Kilbourn,,clampToGround,In Service,"164",,CHICAGO,NS,KILBOURN (west leg),"Harrison &amp; Kilbourn",Point,HARRISON,"-87.737948","41.873213","7",EB,"Harrison &amp; Kilbourn"
-87.737469459,41.873344306,Harrison & Kilbourn,,clampToGround,In Service,"241",,CHICAGO,NS,KILBOURN (east leg),"Harrison &amp; Kilbourn",Point,HARRISON,"-87.737469","41.873344","7",WB,"Harrison &amp; Kilbourn"
-87.737990996,41.876987194,Jackson & Kilbourn,,clampToGround,In Service,"136",,CHICAGO,FS,KILBOURN,"Jackson &amp; Kilbourn",Point,JACKSON,"-87.737991","41.876987","126",WB,"Jackson &amp; Kilbourn"
-87.739618854,41.909615119,North Ave & Kolmar,,clampToGround,In Service,"18475",,CHICAGO,FT,KOLMAR,"North Ave &amp; Kolmar",Point,NORTH AVENUE,"-87.739619","41.909615","72",EB,"North Ave &amp; Kolmar"
-87.739858086,41.917064165,Armitage & Kolmar,,clampToGround,In Service,"4131",,CHICAGO,NS,KOLMAR,"Armitage &amp; Kolmar",Point,ARMITAGE,"-87.739858","41.917064","73",WB,"Armitage &amp; Kolmar"
-87.739087424,41.924252166,Fullerton & Kilbourn,,clampToGround,In Service,"1309",,CHICAGO,NS,KILBOURN,"Fullerton &amp; Kilbourn",Point,FULLERTON,"-87.739087","41.924252","74",EB,"Fullerton &amp; Kilbourn"
-87.737302742,41.946188794,Addison & Kostner,,clampToGround,In Service,"12507",,CHICAGO,NS,KOSTNER,"Addison &amp; Kostner",Point,ADDISON,"-87.737303","41.946189","152",EB,"Addison &amp; Kostner"
